1600000,3,4,"['Kasur', 'Lemari Baju', 'TV', 'AC', 'WiFi', 'Cleaning service', 'wifi', 'K. Mandi Dalam', 'Shower', 'Kloset Jongkok', 'Ember mandi', 'R. Tamu', 'R. Makan', 'Dapur', 'R. Santai', 'R. Jemur', 'Kulkas', 'Dispenser', 'TV', 'Balcon', 'Akses 24 Jam', 'kulkas, dispenser, tv, dapur', 'Parkir Motor', 'Parkir Sepeda', 'Warung makan / Rumah makan', 'Mini market / Warung kelontong', 'ATM / Bank', 'Apotek / Klinik', 'Kampus / Sekolah', 'Halte Bus / Pos Ojek', 'Pusat belanja / Mall', 'Masjid']"
1200000,3,3,"['Kasur', 'Lemari Baju', 'TV', 'AC', 'Bisa pasutri', 'Cleaning service', 'wifi', 'K. Mandi Luar', 'Kloset Jongkok', 'R. Jemur', 'TV', 'Balcon', 'Akses 24 Jam', 'kulkas, dispenser, tv, dapur', 'Parkir Motor', 'Parkir Sepeda', 'Warung makan / Rumah makan', 'Mini market / Warung kelontong', 'ATM / Bank', 'Apotek / Klinik', 'Kampus / Sekolah', 'Pusat belanja / Mall', 'Masjid']"
1700000,3,3,"['Kasur', 'Lemari Baju', 'TV', 'AC', 'WiFi', 'Cleaning service', 'non wifi', 'K. Mandi Dalam', 'Shower', 'Kloset Jongkok', 'Ember mandi', 'R. Tamu', 'R. Makan', 'Dapur', 'R. Santai', 'R. Jemur', 'Kulkas', 'Dispenser', 'TV', 'Balcon', 'Akses 24 Jam', 'Parkir Motor', 'Parkir Sepeda', 'Warung makan / Rumah makan', 'Mini market / Warung kelontong', 'ATM / Bank', 'Apotek / Klinik', 'Kampus / Sekolah', 'Pusat belanja / Mall', 'Masjid', 'Listrik token ']"
1200000,2,3m,"['Kasur', 'Lemari Baju', 'AC', 'Kipas Angin', 'Shower', 'K. Mandi Luar', 'Kloset Jongkok', 'Ember mandi', 'R. Jemur', 'Parkir Motor', 'Warung makan / Rumah makan', 'Mini market / Warung kelontong', 'ATM / Bank', 'Apotek / Klinik', 'Kampus / Sekolah', 'Halte Bus / Pos Ojek', 'Pusat belanja / Mall']"
1200000,2,2.5,"['Kasur', 'Lemari Baju', 'AC', 'WiFi', 'Maks. 2 orang/ kamar', 'Kloset Duduk', 'Shower', 'K. Mandi Luar', 'Kloset Jongkok', 'Wastafel', 'Ember mandi', 'R. Tamu', 'Dapur', 'R. Jemur', 'Mesin Cuci', 'Penjaga Keamanan', 'Laundry', 'Akses 24 Jam', 'Dispenser Air Minum, Kulkas', 'Parkir Mobil', 'Parkir Motor', 'Parkir Sepeda', 'Warung makan / Rumah makan', 'Mini market / Warung kelontong', 'ATM / Bank', 'Apotek / Klinik', 'Kampus / Sekolah', 'Halte Bus / Pos Ojek', 'Pusat belanja / Mall', 'Masjid']"
850000,"1,5 "," 2,5","['Kasur', 'Lemari Baju', 'WiFi', 'Kloset Duduk', 'Shower', 'K. Mandi Luar', 'Wastafel', 'Ember mandi', 'Dapur', 'R. Jemur', 'Mesin Cuci', 'Penjaga Keamanan', 'Laundry', 'Kulkas', 'Dispenser', 'Akses 24 Jam', 'Parkir Mobil', 'Parkir Motor', 'Parkir Sepeda', 'Warung makan / Rumah makan', 'Mini market / Warung kelontong', 'ATM / Bank', 'Apotek / Klinik', 'Kampus / Sekolah', 'Halte Bus / Pos Ojek', 'Pusat belanja / Mall', 'Berdua + Rp. 300.000']"
1200000,3,3,"['Kasur', 'Lemari Baju', 'AC', 'WiFi', 'K. Mandi Dalam', 'Kloset Jongkok', 'R. Jemur', 'Parkir Motor', '-']"
1300000,2,3,"['Kasur', 'Lemari Baju', 'AC', 'WiFi', 'Maks. 2 orang/ kamar', 'K. Mandi Dalam', 'Kloset Duduk', 'Shower', 'R. Jemur', 'CCTV', 'Parkir Motor', 'Warung makan / Rumah makan', 'Mini market / Warung kelontong', 'ATM / Bank', 'Apotek / Klinik', 'Kampus / Sekolah', 'Pusat belanja / Mall', 'Masjid', '-']"
1300000,2,3,"['Kasur', 'Lemari Baju', 'AC', 'WiFi', 'Maks. 2 orang/ kamar', 'K. Mandi Dalam', 'Kloset Duduk', 'Shower', 'R. Jemur', 'CCTV', 'Parkir Motor', 'Warung makan / Rumah makan', 'Mini market / Warung kelontong', 'ATM / Bank', 'Apotek / Klinik', 'Kampus / Sekolah', 'Pusat belanja / Mall', 'Masjid', '-']"
850000,2.5,3,"['Kasur', 'Lemari Baju', 'Kipas Angin', 'Khusus karyawan', 'K. Mandi Luar', 'R. Tamu', 'R. Makan', 'Dapur', 'R. Jemur', 'dapur, Air mineral', 'Kost khusus karyawati', '-']"
